artist_name,artist_id,country,begin_date,end_date,type,gender,disambiguation
Hilary Hahn,93dbb52a-3d19-4f64-adc6-524f1921765b,US,1979-11-27,,Person,female,violinist
Clive Griffin,2fe86e7f-5438-40c4-9e67-d6454ee2d5ca,GB,,,Person,male,
Paul Simon,05517043-ff78-4988-9c22-88c68588ebb9,US,1941-10-13,,Person,male,of Simon & Garfunkel
Lea Michele,6bb57027-e15a-40fe-974e-fa788711cb75,US,1986-08-29,,Person,female,
Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419,US,1996,,Group,,American rock band
James Mallinson,f0f64ec8-6e1e-4154-b87d-2aa5aa8ac7d2,GB,1943,2018-08-24,Person,male,producer
Nickel Creek,365144f7-85af-4c83-b24b-b1d0b26160bb,US,1989,,Group,,bluegrass
Chris Thile,ca452a01-b9db-461d-8e62-23d68747f6ab,US,1981-02-20,,Person,male,
B.J. Thomas,42a19448-ff60-4fd2-9d10-959bf2000729,US,1942-08-07,2021-05-29,Person,male,
Symphony Orchestra Of Amelia Romangna,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Patricia Elliott,03ad1736-b7c9-412a-b442-82536d63a5c4,US,1969-08-06,2003-10-21,Person,male,US singer-songwriter
David Seville And The Chipmunks (Ross Bagdasarian,14553432-e492-420d-99ed-6e2fd6b4543f,US,1958,,Group,,
June Carter,4ee75011-678b-46e0-b8e1-8ef47e5b7379,US,1929-06-23,2003-05-15,Person,female,American Country singer and songwriter
The Tonight Show Band With Doc Severinsen,82773b42-9703-4067-bb79-8c3671688439,US,1962,1992,Orchestra,,"The NBC Orchestra, Doc Severinsen and the NBC Orchestra"
Bob Wilber,337f12b9-abc8-4433-abf5-e4b3f883b991,US,1928-03-15,2019-08-04,Person,male,
His Red Hot Louisiana Band,60a00bd8-ba3b-41ae-a404-5299a7069046,,1988,,Group,,
Greta Van Fleet,0be22557-d8c7-4706-a531-625c4c570162,US,2012,,Group,,
Turtle Island String Quartet With Ying Quartet,7a8844e0-df25-4dd1-a74f-b96775d8523b,US,1985,,Group,,
George Crumb,429dd05f-8567-48c9-af00-1338b2a9140c,US,1929-10-24,2022-02-06,Person,male,American composer
Nashville Brass With Danny Davis,18953662-f82e-43e8-b940-64565ee576ed,US,,,Group,,
Johnny Cash,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,US,1932-02-26,2003-09-12,Person,male,country music legend
Vienna State Opera Chorus; Chicago Symphony Orchestra,91e80ab4-4f26-4c69-9038-8d0c236e2a69,,,,Choir,,
Johnny Copeland,dda28e24-42e8-4ef9-9f06-c12541cacbad,US,1937-03-27,1997-07-03,Person,male,
Professor Longhair,c6177e77-151d-422d-bc87-57ae21d2780e,US,1918-12-19,1980-01-30,Person,male,
Sarah McLachlan,ce58d854-7430-4231-aa44-97f0144b3372,CA,1968-01-28,,Person,female,
Jack Nicholson,2e825023-46e4-4fd9-a3d9-e26e527948d5,GB,,,Person,male,Carl Nicholson
Muddy Waters,f86f1f07-d182-45ce-ae93-ef610880ca72,US,1913-04-04,1983-04-30,Person,male,blues musician
Milton Nascimento,1bfa27e3-0376-4206-a772-4586e25a64f5,BR,1942-10-26,,Person,male,
Culture Club,81435053-e1a2-48a4-adfd-e89f310c7b38,GB,1981,,Group,,English pop group
Johnny Gimble,37921ade-1cba-4415-bf35-da532a70842d,US,1926-05-30,2015-05-09,Person,male,
Mitch,80219d28-9a8b-4582-ad89-1324df39cfe0,,,,Person,,
Juanes,8b0f05ce-354e-4121-9e0b-8b4732ea844f,CO,1972-08-09,,Person,male,Colombian singer
Giovanni Antonini; Il Giardino Armonico,db4cdd02-7050-481f-b191-b881f44fa007,IT,1965,,Person,male,conductor and flautist
conductor; Preston Smith,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Elton John,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,GB,1947-03-25,,Person,male,"English singer, songwriter, pianist, and composer"
Tobymac,8484e4ab-b6b5-4326-b837-72eb72c9e8a4,US,1964-10-22,,Person,male,Christian rapper Toby McKeehan
The Mars Volta,20883363-1ea4-4d72-ad72-c0e767038f3e,US,2001,,Group,,
Los Palominos,57d87573-ecfa-4fe0-983e-663bae7a5f73,,1986,,Group,,
Ben Harper With Charlie Musselwhite,034c320b-0f58-4eca-8eb2-66cafac06b3b,US,1944-01-31,,Person,male,
Silk City,bb1ee9fe-c5b9-46da-94ab-ea6bec84b7aa,XG,1972,2022-12-30,Group,,German rock band
Nathan Milstein,0a428818-2623-406e-8453-600dce442e78,US,1904-01-13,1992-12-21,Person,male,violinist
Diahann Carroll,99289589-c6e3-4c9d-8c32-f2f71050c54c,US,1935-07-17,2019-10-04,Person,female,
William Bolcom,a74a8341-2e42-4914-a0b5-26f63b9ee58b,US,1938-05-26,,Person,male,composer
Zac Brown Band,507226f4-0842-4f43-950e-81a7017230ec,US,2000,,Group,,US country music band
The Potter's House Mass Choir,a38a7a98-49e5-4960-ab75-4c250f70fd8a,,,,Choir,,
Jules Buckley,e6e879c0-3d56-4f12-b3c5-3ce459661a8e,US,1966-11-17,1997-05-29,Person,male,
John Prine,e86492c1-0376-4df0-8042-8ba058c83960,US,1946-10-10,2020-04-07,Person,male,
Wu Man,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Diplo,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,US,1978-11-10,,Person,male,DJ and music producer
producer; Jeff Von Der Schmidt,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Australian Chamber Orchestra,22f136e2-6007-41e2-976d-c4dec0c973bc,AU,1975,,Orchestra,,Australian orchestra founded in 1975
McCoy Tyner,22fe7b6f-af38-458e-87bd-8971e7a2912e,US,1938-12-11,2020-03-06,Person,male,jazz pianist
Lucas Meachem,3667f713-b884-48e0-b1eb-333a9feb3b88,US,1978-06-11,,Person,male,baritone
Mason Proffit,e1fa2b61-a749-4451-bd1f-0a2fb4b6cdf7,US,1969,1973,Group,,
(Sesame Street Cast),d68700b6-aae7-478a-b75b-5ea8c6851cd4,US,1969,,Group,,children's TV show
Jordi Savall,9a4bb654-35c5-4c88-8460-39d5bb01aa57,ES,1941-08-01,,Person,male,"viol player, conductor and composer"
Will Lee,5a2463af-eef0-4a22-bc8f-5865fbe9c78e,US,1920-05-26,2002-01-21,Person,female,jazz vocalist
Frank Lopardo; Atlanta Symphony Chorus; Atlanta Symphony Orchestra,c21143a0-426c-4f70-9e39-4ce2024a5e09,US,1957-12-23,,Person,male,tenor
Weezer,6fe07aa5-fec0-4eca-a456-f29bff451b04,US,1992-02-14,,Group,,American rock band
Sr.,b7a0fec6-a9d5-4d3c-90ab-5b3438a24eaf,ES,1990,,Group,,
producer; Eighth Blackbird (Matt Albert,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
The Royal Philharmonic Orchestra,299597ae-3a20-4bf1-973e-03704af69f6b,GB,1946,,Orchestra,,
Stone Temple Pilots,8c32bb01-58a3-453b-8050-8c0620edb0e5,US,1990,,Group,,
Philipp Nedel,dd11ce60-6c9a-4221-99b3-59af9b3b82bd,DE,,,Person,male,
Marilyn McCoo,97e9f583-84d9-4134-ba9d-e7e3b43e773d,US,1943-09-30,,Person,female,
Leonard Cohen,65314b12-0e08-43fa-ba33-baaa7b874c15,CA,1934-09-21,2016-11-07,Person,male,Canadian singer‐songwriter and poet
Shirley Caesar,2bb81df0-e9e2-42ee-9708-d30b0c85d946,US,1938-10-13,,Person,female,
Northern Cree,d0b83ad6-6e4f-4487-acc9-493ca6da76e5,,1982,,Group,,
Caetano Veloso,f07dbc2f-317b-470f-bad4-5f1b0eb6faf1,BR,1942-08-07,,Person,male,
Lambert,ad6568eb-4f17-43dd-a799-46c7eb7e2fee,DE,1982,,Person,male,pianist wearing a Sardinian bull mask
Bootsy Collins,b0ca0d85-24a8-4a00-860d-357ff688b69c,US,1951-10-26,,Person,male,US funk musician & songwriter
Janet Jackson,6be2828f-6c0d-4059-99d4-fa18acf1a296,US,1966-05-16,,Person,female,
Norman Brown,20ff3303-4fe2-4a47-a1b6-291e26aa3438,US,1933-05-03,2006-12-25,Person,male,The Godfather of Soul
Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,,,,Other,,add compilations to this artist
Walter Ostanek,bf9077b2-cd10-4a78-b3b2-72da21474a3f,CA,1935-04-30,,Person,male,
producers; (Arlo Guthrie,a338427e-d538-4a6c-bc63-7c8048984641,PT,,,Group,,Portuguese electronic musicians Miguel Sá & Fernando Fadigas
Nine Inch Nails,b7ffd2af-418f-4be2-bdd1-22f8b48613da,US,1988,,Group,,
D.J. Jazzy Jeff,87628382-c3be-49e0-94e2-60f2aa5f6ac2,US,1962-07-07,,Person,male,"US rapper Jeffrey Miree, member of ""Funky Four Plus One"". Active 1972-2009"
Marty Robbins,2c2add7c-9a99-4812-a20e-870d331f01fd,US,1925-09-26,1982-12-08,Person,male,
Chrisette Michele,197db30d-0886-41ad-908e-c9dd70e62739,US,1982-12-08,,Person,female,
Casting Crowns; Mark Hall,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84,US,1999,,Group,,CCM band
Mike Holober,60fae20b-3080-47ca-8cef-6e3bf573de42,US,1957-01-01,,Person,male,
Melanie Fiona,209e47f9-df65-47bd-9a40-4fb4c5c9c349,CA,1983-07-04,,Person,female,
Jess Glynne,89ccd7c3-b4f8-45a6-a53f-e903eaaf96be,GB,1989-10-20,,Person,female,
New Orleans Jazz Orchestra,8e4e3f1e-7cce-4f32-9d01-626322e3ecc7,,,,Orchestra,,
The Pointer Sisters,81bac815-97c5-4723-8f0b-4d8edfad1010,US,1969,,Group,,
Mahalaxmi Iyer,ba2ff5ad-b5a4-499b-aac1-b31fd093112b,US,1971-10-26,,Person,male,
Dudley Moore,2e6ca8b5-ed18-47c2-baa5-e9ea910dea22,GB,1935-04-19,2002-03-27,Person,male,
Carole King,bf6c29f5-b69f-4842-9031-37f9645d365d,US,1942-02-09,,Person,female,
Charles Bruffy,75755e28-4085-4a54-af75-3dda251a823c,US,1958,,Person,male,
Fritz Reiner,6a720f84-d307-4aa4-a75f-7d85bef56ede,US,1888-12-19,1963-11-15,Person,male,conductor
Rhiannon Giddens with Francesco Turrisi,774fcea1-4bb9-44dc-9c26-a9b679a938f0,IT,1977-12-09,,Person,male,
Jennifer Gasoi,b11a73c6-1998-45f4-ae35-94cd8e3ee5fd,CA,,,Person,female,
Sunny Sauceda,f736e387-f60b-455e-b2c0-ca5323714e90,,,,Person,,
Eric Alexandrakis,297a38cd-a5be-4833-a308-567fefd8e082,,,,Person,,
Marc Shaiman,4210c92d-09ad-45c0-8fad-3dc9590fa296,US,1959-10-22,,Person,male,American score composer and lyricist
Jason Alexander,1f27d918-b658-4918-aa18-80897433e14b,AT,1926-06-30,2011-02-12,Person,male,"Austrian singer, actor, entertainer and showmaster"
The,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1960,1970-04-10,Group,,"UK rock band, “The Fab Four”"
Blackwood Brothers,72359492-22be-4ed9-aaa0-efa434fb2b01,US,1969-03-26,2014-10-28,Group,,
Tim O'Brien,3bece26d-86b1-4534-a205-6e6182264eb6,US,1954-03-16,,Person,male,US bluegrass musician
Jack White,3ae2fb37-8a23-429d-9920-bac811c4fc22,US,1975-07-09,,Person,male,"rock & blues multi‐instrumentalist, The White Stripes, Third Man Records"
Mark Ronson,c3c82bdc-d9e7-4836-9746-c24ead47ca19,GB,1975-09-04,,Person,male,British DJ and producer
Wyatt Cenac,ce3bd85b-e6c7-4116-b83e-b5447038c50c,US,1976-04-19,,Person,male,actor/comedian
Joseph Habedank,444cfdb4-20d5-438e-934a-19cafd6506ba,,,,Person,male,Southern Gospel Music
Hank Azaria,e1c63a0a-d602-4b0d-acf0-869d3367996c,US,1964-04-25,,Person,male,
Berliner Philharmonic,299597ae-3a20-4bf1-973e-03704af69f6b,GB,1946,,Orchestra,,
George Manahan,6943e083-b2e6-42f8-93c9-950550473de0,US,1952,,Person,male,
k.d. lang,675c1c5e-5625-4a5e-97a2-b02aab5db2fc,CA,1961-11-02,,Person,female,
Oscar Peterson,ed801bdd-f057-41c0-94fb-76cb5676cd59,CA,1925-08-15,2007-12-23,Person,male,Canadian jazz pianist and composer
Haim,aef06569-098f-4218-a577-b413944d9493,US,2006,,Group,,US pop‐rock trio
The Coasters,c174f353-4666-4dfb-af54-5cc70b8afd55,US,1955-10-12,,Group,,
Gary McFarland,feb5e34c-7e3d-4d36-81b2-c12683d6e3ca,US,1933-10-23,1971-11-02,Person,male,
Bunny Wailer,d4ab32fd-e45d-44bf-9e70-891521672085,JM,1947-04-10,2021-03-02,Person,male,
Michael Bublé,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1975-09-09,,Person,male,
Florentine Opera Chorus,a59f0b4a-56a6-4ca0-b2c1-456ba7c21a5a,,,,Choir,,
Patti Austin,e58ae396-5050-4640-a5d1-8826b5c4ba13,US,1950-08-10,,Person,female,
Houston Grand Opera Orchestra,f097a2b6-db91-4ee1-969a-6026710e7224,,1955,,Orchestra,,
Richard Bonynge; New York City Opera Orchestra,48e14658-d493-4a74-a456-4395c912344d,AU,1930-09-29,,Person,male,conductor and pianist
Alejandro Sanz,9bacf78f-9132-43da-8873-8a9eb49da0e9,ES,1968-12-18,,Person,male,
Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,GB,1995-08-22,,Person,female,
Shenandoah Conservatory Chorus,f0d68d36-cd69-444e-afac-ae1b4af01122,US,1867,,Choir,,
Kirk Whalum,adb405f2-f5c3-442b-b12d-01ebc488f688,US,1958-07-11,,Person,male,
Randy Travis,09b697e3-a849-4670-ae49-e0b821a6271a,US,1959-05-04,,Person,male,
Lettuce,e88313e2-22f6-4f6d-9656-6d2ad20ea415,US,1992,,Group,,Boston funk band
Laurindo Almeida,c23280a8-abc8-4435-ab44-43762ce0c89c,BR,1917-09-02,1995-07-26,Person,male,
Steven D. Miller,b3d6c1a2-125f-478d-8786-e72a9c92d4d5,,,,,,
Jimmy Driftwood,5cd09b8e-1370-45df-9269-850be737aecb,US,1907-06-20,1998-07-12,Person,male,
Elvis Crespo,776b2c10-31fe-4c4b-9982-f408279b80a9,PR,1971-07-30,,Person,male,
Che Smith,03ad1736-b7c9-412a-b442-82536d63a5c4,US,1969-08-06,2003-10-21,Person,male,US singer-songwriter
Q-Tip,b3c94036-6166-41d2-91a2-dc3a0b5fa188,US,1970-04-10,,Person,male,American rapper
Itzhak Perlman,5e85f4f1-a491-4e63-9103-6065c5e997d4,US,1945-08-31,,Person,male,violinist and conductor
Michael J. Maccaferri,0510ade9-f250-4db7-83bd-87039ce33dba,,,,Person,male,
Soeur Sourire,c26869b8-a6f1-49e3-a2e1-9cb70304f3fe,BE,1933-10-17,1985-03-29,Person,female,Belgian singing nun Jeanine Deckers
Koryn Hawthorne,db760d20-6304-4a84-a7c9-fe0dc831c2c3,US,1997-12-26,,Person,female,
John Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,US,1932-02-08,,Person,male,American score composer
Kris Bowers,3e39f8e6-cf92-4e8f-a4ad-f13ef164a536,US,1989-04-05,,Person,male,
Chicago Symphony Orchestra,509c772e-1164-4457-8d09-0553cfa77d64,US,1891,,Orchestra,,
Joel Krosnick,8f406c3a-5b4d-4d20-8252-c66c607d1208,US,1941,,Person,male,American cellist
Lil Jon,a95384b1-6aec-468c-ae0d-8c6daf87c4c2,US,1971-01-17,,Person,male,US producer & rapper
Duduka Da Fonseca,6ad73769-eeb8-429e-a802-b4c2788e93db,BR,1951-03-31,,Person,male,
Ronnie Milsap,f5d7d748-256e-4875-a065-78cf2f1e3d39,US,1943-01-16,,Person,male,
John Addison,0b2a4d66-986a-4bfe-9e09-cd5427078043,GB,1920-03-16,1998-12-07,Person,male,British composer
Andrae Crouch,76ca5dc7-2e3c-4e16-8f55-7d6c33272180,US,1942-07-01,2015-01-08,Person,male,
Quincy D. III,1480b502-e098-4bbc-a3d1-307c6a311422,US,,,Person,female,
Doc Cheatham,47e72e5b-a999-49fa-93df-951d04d0fbac,US,1905-06-13,1997-06-02,Person,male,
Lil Nas X,0b30341b-b59d-4979-8130-b66c0e475321,US,1999-04-09,,Person,male,American rapper and singer
Alannah Myles,14156fcd-ba0f-45be-88c0-e10fb6acf4b2,CA,1958-12-25,,Person,female,
Trevor Noah,3ab9740e-8983-4d5c-9c63-1b13124b610c,ID,2000-09-01,,Group,,Indonesian band formerly known as peterpan
Alison Brown,20ff3303-4fe2-4a47-a1b6-291e26aa3438,US,1933-05-03,2006-12-25,Person,male,The Godfather of Soul
Dunn With Luke Combs,c20ee61f-071f-4e65-9c81-45ee931a54ce,US,1990-03-02,,Person,male,country music singer
Dave Holland Big Band,13d0f4db-c24a-4afd-b610-c535ed457f0e,,,,Group,,
Billy Childs,aebcefdb-3faa-426d-9539-114ab4255ab1,US,1957-03-08,,Person,male,US composer/jazz pianist
David Alan Miller,43ec27fc-9559-4bd8-933d-07dc7039c7a1,,,,Person,male,engineer
Christian McBride,6035000d-b53b-4b01-b5a0-a7572c34e806,US,1972-05-31,,Person,male,American jazz bassist
Paul Mabury,1aede31f-3b68-489a-811a-7781603a6f46,US,,,Person,male,
Edward Sharpe,4a069029-4f64-4946-b650-01aeb0b55d9d,US,2005,,Group,,
The-Dream,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1960,1970-04-10,Group,,"UK rock band, “The Fab Four”"
Bryson Tiller,d8fd8d9b-473b-4f06-83c8-869b1bb9de89,US,1993-01-02,,Person,male,
Karl Richardson,614204fe-e4fd-4113-8176-0955e397c133,,1947-06-09,,Person,male,
A Program Of Song,54799c0e-eb45-4eea-996d-c4d71a63c499,US,1917-04-25,1996-06-15,Person,female,American jazz singer
Michael Tilson Thomas,f6df125a-a83c-4161-8cbe-48f4a3a7cad5,US,1944-12-21,,Person,male,conductor and pianist
Daniele Damiano,2945f500-754a-4669-8486-ed49256e0835,IT,1961-07-14,,Person,male,bassoonist
Lester Young,d613e4ae-093a-49a1-b06a-579480f7f7e8,US,1909-08-27,1959-03-15,Person,male,saxophonist
Eubie Blake,bdbed61b-6a7e-41b2-b9ba-2c42c65128a9,US,1887-02-07,1983-02-12,Person,male,
Tim Kubart,ed8e32ed-078b-42cf-af31-7630e97909e6,,,,Person,male,
Audrey Hepburn,7ddb6325-7022-4d30-a585-78a8eab631ab,GB,1929-05-04,1993-01-20,Person,female,UK actress & singer
Frank Sinatra,197450cd-0124-4164-b723-3c22dd16494d,US,1915-12-12,1998-05-14,Person,male,"American singer and actor, “Ol’ Blue Eyes”"
Mark Knopfler,e49f69da-17d5-4c5c-bac0-dadcb0e588f5,GB,1949-08-12,,Person,male,
YBN Cordae,994a4bd6-584e-40c8-a8d7-5fdc3b6db8b2,US,1997-08-26,,Person,male,fka YBN Cordae
Irakere,70365513-39d7-47e3-b898-1f70f607b1fe,CU,1973,,Group,,
conductor; London Symphony Orchestra,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Roots Radics,8a8f4e35-5882-4034-88f5-ba2694d78160,JM,1978,,Group,,
Harley Allen,a8a22048-742d-4e00-8162-51754a8a7c59,US,1930-02-12,1993-04-15,Person,male,bluegrass singer and guitarist
The Muddy Basin Ramblers,488041b2-e449-4c7c-9667-0febd52a9657,,,,,,
Trent Reznor,bc880664-6751-4998-984d-ebdbff15d229,US,1965-05-17,,Person,male,
Jack Gilford,dbdfa55e-8e6f-40f6-a4a2-ef3e05c03610,US,1908-07-25,1990-06-02,Person,male,
The Afro Latin Jazz Orchestra,9d17ecb3-c83a-44c2-b2e5-2baffe833d9d,,2002,,Group,,
Carlos Chavez,b4a4ce33-3de7-4971-b768-c560aabd1b16,MX,1935-03-20,2020-04-30,Person,male,Mexican folk and trova singer-songwriter
The Saints Unified Voices,3685678a-341e-4783-a030-d7c6d76d4fd0,US,2002,,Group,,
(Original Cast),29542149-a818-4167-aa91-439adc9d61f5,US,2009-05-19,2015-03-20,Group,,
Henry James Townsend,a906b261-4eeb-4a61-bccb-5411a647a344,US,1909-10-27,2006-09-24,Person,male,
Cleveland Brass Ensemble,50501903-9b09-42d8-9b2e-e5de6682be3a,GB,,,Group,,
They Might Be Giants,183d6ef6-e161-47ff-9085-063c8b897e97,US,1982,,Group,,
Original Broadway Cast With Christian Hoff,5ea95fe5-b2ff-4690-b401-fb6d665e85cc,,,,Person,,
Ricky Kej,0b8bafb4-5355-4f40-a1a4-754efc714a8d,IN,1981-08-05,,Person,male,
Warren Zevon,970fb29f-e288-403e-a388-d2a7889bfa47,US,1947-01-24,2003-09-07,Person,male,
Justin Hurwitz,f850888c-8465-4dd4-b618-730edf07beab,US,1985-01-22,,Person,male,American score composer
Anna Kendrick,381086ea-f511-4aba-bdf9-71c753dc5077,US,1987-06-17,,Person,male,US rapper
for KING,a4ac255f-9775-4c16-8642-7f51502e45dd,US,1947-09-21,,Person,male,author
High On Fire,720249d5-62c5-4679-8ead-dcda3329d6e7,US,1998,,Group,,
Fun.,40e7db88-da65-46c6-909d-82e48a40da4d,IT,,,Group,,"Italian disco band with singers Ivana, Antonella and Angela"
The Melody Makers,965b0136-e354-4fc4-ae7f-43235407125a,DK,,,Group,,Danish 70's pop band from Bornholm
Everett M. Dirksen,efa1d030-4b78-4970-80f8-226cd78d4717,US,,,Person,male,
Belafonte Folk Singers,085d534f-d454-406e-bb36-9035c58cddf5,,,,Group,,
Basement Jaxx,28cbf94d-0700-4095-a188-37e373b069a7,GB,1994,,Group,,
EARTHGANG,383005e1-657d-468b-a448-08ecf35b3943,US,2008,,Group,,
Bob James,20ff3303-4fe2-4a47-a1b6-291e26aa3438,US,1933-05-03,2006-12-25,Person,male,The Godfather of Soul
Mighty Clouds Of Joy,13140835-12e8-4208-a5c2-76992802381e,US,1960,,Group,,
Brian Eno,ff95eb47-41c4-4f7f-a104-cdc30f02e872,GB,1948-05-15,,Person,male,
Bill Monroe,2a2be593-6984-4640-8cf1-717ec7a6e18b,US,1911-09-13,1996-09-09,Person,male,
Voces Del Bullerengue,b7539c32-53e7-4908-bda3-81449c367da6,US,1985-06-21,,Person,female,
Adam Stern,0a92c550-20c7-43bc-98ed-777e13c54dff,US,1960-09-29,,Person,female,
Joanna Nickrenz,e7a5961e-588d-4bf1-bd55-2180693ed25f,US,1936-05-25,2002-02-09,Person,female,
Atlanta Symphony Orchestra,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Country,b4013ff1-d7ce-4b1a-af6e-e0b19ca7f378,GB,1981-06,,Group,,
Seal,f053ae01-dae6-4aae-9883-e8c279fdbef4,GB,1963-02-19,,Person,male,English‐born singer and songwriter
Thompson Community Singers,33b69b40-220d-4d26-bae7-1f638d15a828,,,,Group,,
The Oak Ridge Boys,1089f50b-10c3-47ef-8b21-b0b899c827d8,US,1945,,Group,,
PJ Morton,d0bb100a-c0d6-4ef7-bde2-cc5095a31d24,US,1981-03-29,,Person,male,
The Winstons,ae718339-fcd0-412e-9b33-b8d5cc94a030,US,1969,,Group,,60s US funk & soul group
Jerry Reed,44419ff2-0251-49ba-933b-b09733ff9adb,US,1937-03-20,2008-09-01,Person,male,
Konono No 1,8f0ea8ab-6066-41c0-b82d-974ac3dd65e9,,,,,,"has song ""Mrs. Saxobeat"""
Charley Patton,c71b4f57-29da-4bf2-bccb-9dc81cd2d905,US,1891-05-01,1934-04-28,Person,male,American Delta blues musician
Deep Forest,67468e38-0c90-4318-b2d2-0c18b7b1e144,FR,1992,,Group,,"French group, world music/ethnic electronica"
Sebastian Plano,46ae9fa0-3f11-49ff-8e9c-824c6993b954,,1985,,Person,male,
Anat Cohen Tentet,8b349d74-ee31-4e80-b300-c8a743e703c2,,,,Group,,
producer; Yuri Bashmet,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Hendricks And Ross,b71e6bb2-df60-45a1-a2d4-d6e15ecc4907,US,1957,1964,Group,,US vocal jazz trio
Jennifer Higdon,d290f880-28bb-4985-b6e5-de678b0077cb,US,1962-12-31,,Person,female,composer
Paul Shure,ad788222-63dc-4a61-8b82-bf750bfb0b51,US,1921-09-20,2010-12-08,Person,male,
Julia Scozzafava,1076865e-531e-4dec-ad4e-d1e8e2a3e331,IT,,,Person,male,violinist
The Pips,ca825016-f7fd-4ccf-a523-6ee36ea88828,US,1953,1989,Group,,
Barry Mann,6a231fdd-160e-40bc-bcd1-76da3c569a3c,US,1939-02-09,,Person,male,
Cassandra Wilson,eb6595d3-e559-4bcc-a516-843bfdba82e9,US,1955-12-04,,Person,female,
The Teskey Brothers,7d8fb539-811e-4491-a3f7-f56d3ef35e7a,AU,2008,,Group,,
Harry Belafonte,49c48b7f-1ff1-4f02-a1aa-ca1254b46ef2,US,1927-03-01,2023-04-25,Person,male,
Terrance Simien,8a822657-6b60-46c0-89c3-2ba23a0c33b1,US,1965-09-03,,Person,male,
Maryland Boys Choir,9884f46c-30f7-4d40-a989-fbc85cd47f20,,,,,,
Little Big Town,76e78b58-f301-4975-8058-7f84d8360738,US,1998,,Group,,
Nicholas Tolle,365b0988-a99f-49c3-a6c1-dfb442ac19e5,,1948-02-16,,Person,male,
Roddy Ricch,5721c227-4caf-48b1-bbfc-1a4ed3276963,US,1998-10-22,,Person,male,
Neville Marriner,afb8d624-52d7-4a72-8d0b-62fff3e29f79,GB,1924-04-15,2016-10-02,Person,male,conductor
Don Was,179ce055-83cb-494b-8103-6106c1088164,DE,2007,,Other,not applicable,
U2,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,IE,1976,,Group,,Irish rock band
Dean Jones,f2903be0-79a7-4334-8cc5-e45309482a97,US,1931-09-12,2013-04-26,Person,male,US country music vocalist
Earl Wild,4b462375-c508-432a-8c88-ceeec38b16ae,GB,1960-11-18,,Person,female,
Merle Watson,c5f3d622-6350-4d69-be47-fbda84bac042,US,1949-02-08,1985-10-23,Person,male,
Glen Campbell,57976431-1a5c-4968-a422-b92c5e9b0d4f,US,1936-04-22,2017-08-08,Person,male,"US country singer, guitarist & actor"
Vincent Bauer,16d62c7f-e1d6-4f94-9b44-dfb531f59b4a,NL,1973-12-30,,Person,male,
Dave Holland,7ea233ad-c340-4f62-8678-dbad528aa58e,GB,1946-10-01,,Person,male,British jazz bassist and composer
George Winston,a6b93c3c-88bc-431c-a46c-155dee9371aa,US,1949-12-26,2023-06-04,Person,male,
Shelby Lynne,f4992dae-69f2-4c0d-95fa-0b65f47906f2,US,1968-10-22,,Person,female,
Sheena Easton,7b004920-b04e-4ff2-b2e5-55d8f1cc0522,GB,1959-04-27,,Person,female,
John Patitucci,b7999b55-a0b0-4ea5-bcba-e5cc86e2f134,US,1959-12-22,,Person,male,
Rogerio Boccato,a33a28da-1714-434e-8c56-a1bded12c0cd,BR,,,Person,male,
Gregory Porter,7ac1e33f-0cdf-4e81-b914-41830700d746,US,1971-11-04,,Person,male,
Rockin' Sidney,bf1b23ea-9b76-42cf-a5f6-4a691e81af5e,US,1897-05-14,1959-05-14,Person,male,
The Clare Fischer Orchestra,574af492-0484-4ec5-ad71-514415b6b217,,,,Orchestra,,
Daniil Trifonov; Sid McLauchlan,bd1eacce-eb1f-41a7-aaa4-175f81c8490d,BG,1952,,Person,male,
San Francisco Symphony Chorus; San Francisco Symphony,568d7c51-0573-4c65-9211-65bf8c8470c7,US,1972,,Choir,,
James Burton,7b5b8b1b-414b-44e8-862f-b1f20fcef5dc,US,1943-01-23,,Person,male,jazz vibraphonist and composer
Derek,f04739fe-f5d7-4e69-8107-9280aaa9875c,IE,1974-10-23,,Person,male,author
